TPIN,LOCATION,TAX TYPE,Transaction ID,Period From,Period To,Payment Method,Payment Amount,Payment Date
200581,kabwe,Turnover Tax,475520131308,01/01/2017,31/01/2017,CASH,103.5,21/02/2017
200805,Lusaka,Property Transfer Tax,475520150648,01/02/2017,28/02/2017,CASH,6000,22/02/2017
200067,chipata,Turnover Tax,475520150747,01/03/2016,31/03/2016,CASH,500,22/02/2017
200779,Lusaka,Presumptive Tax,475520150897,01/01/2017,31/12/2017,CASH,1188,22/02/2017
200207,Chingola,Turnover Tax,475520152973,01/12/2016,31/12/2016,CASH,120,22/02/2017
200207,Chingola,Turnover Tax,475520152973,01/01/2017,31/01/2017,CASH,36,22/02/2017
200562,Lusaka,Turnover Tax,475520065145,01/01/2016,31/01/2016,CASH,0.03,16/02/2017
200718,Lusaka,Turnover Tax,475520077302,01/06/2016,30/06/2016,CASH,1162.17,16/02/2017
200718,Lusaka,Turnover Tax,475520077302,01/07/2016,31/07/2016,CASH,715.08,16/02/2017
200574,chipata,Turnover Tax,475520156354,01/10/2016,31/10/2016,CASH,38.3,23/02/2017
200771,Ndola,Income Tax,475520156939,01/01/2016,31/12/2016,CASH,300,23/02/2017
200119,Lusaka,Turnover Tax,475520202479,01/02/2017,28/02/2017,CASH,148.5,01/03/2017
200407,Lusaka,Turnover Tax,475520202593,01/02/2017,28/02/2017,CASH,907.4,01/03/2017
200782,kabwe,Turnover Tax,475520247434,01/02/2017,28/02/2017,CASH,250,02/03/2017
200592,chipata,Turnover Tax,475520248967,01/02/2017,28/02/2017,CASH,105,03/03/2017
200284,chipata,Turnover Tax,475520248992,01/02/2017,28/02/2017,CASH,125,03/03/2017
200804,Kitwe,Property Transfer Tax,475520306825,01/02/2017,28/02/2017,CASH,1250,06/03/2017
200391,kabwe,Turnover Tax,475520354772,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,1432.85,07/03/2017
200578,Lusaka,Turnover Tax,475520355068,01/02/2017,28/02/2017,CASH,812,07/03/2017
200014,Lusaka,Withholding Tax,475520358309,01/02/2017,28/02/2017,CASH,300,07/03/2017
200357,Kitwe,Turnover Tax,475520358506,01/02/2017,28/02/2017,CASH,279,07/03/2017
200595,Lusaka,Turnover Tax,475520358666,01/02/2017,28/02/2017,CASH,437.2,07/03/2017
200182,Lusaka,Turnover Tax,475520359184,01/02/2017,28/02/2017,CASH,486.6,07/03/2017
200578,Lusaka,Withholding Tax,475520359350,01/04/2017,30/04/2017,CASH,250,07/03/2017
200578,Lusaka,Withholding Tax,475520359350,01/05/2017,31/05/2017,CASH,250,07/03/2017
200578,Lusaka,Withholding Tax,475520359350,01/06/2017,30/06/2017,CASH,250,07/03/2017
200497,mongu,Turnover Tax,475520359386,01/01/2017,31/01/2017,CASH,500,07/03/2017
200407,Kitwe,Value Added Tax,475520359490,01/02/2017,28/02/2017,electronic transfer,15246.45,28/02/2017
200754,Ndola,Turnover Tax,475520359640,01/02/2017,28/02/2017,CASH,337.95,07/03/2017
200412,chipata,Employment Tax (Pay as You Earn),475520359935,01/10/2013,31/10/2013,electronic transfer,3838.45,28/02/2017
200354,Lusaka,Turnover Tax,475520360706,01/01/2017,31/01/2017,CASH,466,07/03/2017
200354,Lusaka,Turnover Tax,475520360706,01/02/2017,28/02/2017,CASH,496,07/03/2017
200711,Lusaka,Withholding Tax,475520361105,01/10/2016,31/10/2016,CASH,600,07/03/2017
200711,Lusaka,Withholding Tax,475520361105,01/11/2016,30/11/2016,CASH,600,07/03/2017
200711,Lusaka,Withholding Tax,475520361105,01/12/2016,31/12/2016,CASH,600,07/03/2017
200127,mongu,Withholding Tax,475520361198,01/02/2017,28/02/2017,CASH,60,07/03/2017
200229,choma,Turnover Tax,475520361462,01/02/2017,28/02/2017,CASH,33,07/03/2017
200155,mongu,Turnover Tax,475520361566,01/02/2017,28/02/2017,CASH,297,07/03/2017
200485,choma,Income Tax,475520242230,01/01/2014,31/12/2014,electronic transfer,11106,01/03/2017
200473,Lusaka,Turnover Tax,475520362001,01/02/2017,28/02/2017,CASH,18,07/03/2017
200473,Lusaka,Withholding Tax,475520362001,01/02/2017,28/02/2017,CASH,150,07/03/2017
200727,mongu,Turnover Tax,475520362400,01/02/2017,28/02/2017,CASH,36,07/03/2017
200401,kabwe,Turnover Tax,475520362529,01/02/2017,28/02/2017,CASH,30,07/03/2017
200404,Ndola,Turnover Tax,475520362643,01/02/2017,28/02/2017,electronic transfer,3530.31,28/02/2017
200239,mongu,Turnover Tax,475520362767,01/11/2016,30/11/2016,CASH,1000,07/03/2017
200167,Chingola,Turnover Tax,475520363202,01/01/2017,31/01/2017,CASH,500,03/03/2017
200073,Kitwe,Turnover Tax,475519911842,01/01/2017,31/01/2017,CASH,603,10/02/2017
200493,Lusaka,Withholding Tax,475519912349,01/12/2016,31/12/2016,CASH,255,10/02/2017
200400,Lusaka,Withholding Tax,475519912427,01/01/2017,31/01/2017,CASH,765,10/02/2017
200136,Ndola,Turnover Tax,475520118245,01/02/2014,28/02/2014,CASH,400,20/02/2017
200656,Lusaka,Withholding Tax,475520118327,01/10/2016,31/10/2016,CASH,150,20/02/2017
200653,Lusaka,Withholding Tax,475520118488,01/10/2016,31/10/2016,CASH,100,20/02/2017
200471,chipata,Employment Tax (Pay as You Earn),475520123298,01/01/2017,31/01/2017,COMPANY COUNTRY CHEQUE,1273.08,20/02/2017
200662,Ndola,Turnover Tax,475520062602,01/09/2015,30/09/2015,CASH,74.54,16/02/2017
200423,Mongu Province,Employment Tax (Pay as You Earn),475520125727,01/01/2017,31/01/2017,CASH,520,20/02/2017
200499,Lusaka,Presumptive Tax,475520127906,01/01/2017,31/03/2017,CASH,293.7,20/02/2017
200407,Lusaka,Value Added Tax,475520130402,01/11/2016,30/11/2016,COMPANY LOCAL CHEQUE,8119.69,21/02/2017
200031,choma,Value Added Tax,475520143472,01/09/2015,30/09/2015,electronic transfer,41853.68,20/02/2017
200777,Lusaka,Income Tax,475520152787,01/01/2016,31/12/2016,CASH,600,22/02/2017
200537,Kitwe,Turnover Tax,475520152937,01/01/2016,31/01/2016,CASH,375.9,22/02/2017
200810,Lusaka,Presumptive Tax,475520153465,01/04/2017,30/06/2017,CASH,297,22/02/2017
200648,Lusaka,Withholding Tax,475520203323,01/02/2017,28/02/2017,CASH,500,01/03/2017
200066,Lusaka,Turnover Tax,475520204001,01/02/2017,28/02/2017,CASH,1301,01/03/2017
200815,Lusaka,Property Transfer Tax,475520204090,01/02/2017,28/02/2017,CASH,11650,01/03/2017
200059,Lusaka,Turnover Tax,475520204240,01/01/2017,31/01/2017,CASH,91.2,01/03/2017
200641,Lusaka,Turnover Tax,475520206176,01/08/2015,31/08/2015,CASH,600,01/03/2017
200641,Lusaka,Turnover Tax,475520206176,01/09/2015,30/09/2015,CASH,300,01/03/2017
200103,Ndola,Withholding Tax,475520206761,01/02/2017,28/02/2017,COMPANY COUNTRY CHEQUE,1950,01/03/2017
200582,kabwe,Value Added Tax,475520361975,01/09/2015,30/09/2015,electronic transfer,5340.84,28/02/2017
200210,mansa Province,Withholding Tax,475520127135,01/01/2017,31/01/2017,CASH,90,20/02/2017
200675,Lusaka,Presumptive Tax,475520175782,01/04/2017,30/06/2017,CASH,891,24/02/2017
200675,Lusaka,Presumptive Tax,475520175782,01/01/2017,31/03/2017,CASH,881.1,24/02/2017
200675,Lusaka,Presumptive Tax,475520175782,01/10/2016,31/12/2016,CASH,900.9,24/02/2017
200675,Lusaka,Presumptive Tax,475520175782,01/07/2016,30/09/2016,CASH,900.9,24/02/2017
200639,Lusaka,Turnover Tax,475520176356,01/12/2016,31/12/2016,CASH,420,24/02/2017
200419,chipata,Turnover Tax,475520176548,01/06/2014,30/06/2014,CASH,161.4,24/02/2017
200419,chipata,Turnover Tax,475520176548,01/08/2014,31/08/2014,CASH,688.6,24/02/2017
200493,Muchinga,Turnover Tax,475520178645,01/01/2017,31/01/2017,CASH,660,24/02/2017
200617,chipata,Turnover Tax,475520178671,01/01/2017,31/01/2017,CASH,324,24/02/2017
200617,chipata,Turnover Tax,475520178692,01/09/2016,30/09/2016,CASH,150,24/02/2017
200617,chipata,Turnover Tax,475520178717,01/10/2016,31/10/2016,CASH,180,24/02/2017
200617,chipata,Turnover Tax,475520178738,01/12/2016,31/12/2016,CASH,393,24/02/2017
200619,Lusaka,Turnover Tax,475520187572,01/09/2015,30/09/2015,CASH,600,27/02/2017
200181,Lusaka,Property Transfer Tax,475520204286,01/02/2017,28/02/2017,CASH,15000,01/03/2017
200497,Lusaka,Turnover Tax,475520209200,01/02/2017,28/02/2017,CASH,1216.2,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,239.76,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,239.76,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/03/2017,31/03/2017,COMPANY LOCAL CHEQUE,239.76,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/04/2017,30/04/2017,COMPANY LOCAL CHEQUE,239.76,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/05/2017,31/05/2017,COMPANY LOCAL CHEQUE,239.76,01/03/2017
200495,Lusaka,Withholding Tax,475520219168,01/06/2017,30/06/2017,COMPANY LOCAL CHEQUE,239.78,01/03/2017
200777,Mongu Province,Turnover Tax,475520219214,01/02/2017,28/02/2017,CASH,1940.8,01/03/2017
200075,chipata,Withholding Tax,475520223005,01/02/2017,28/02/2017,CASH,150,02/03/2017
200752,Lusaka,Turnover Tax,475520223062,01/02/2017,28/02/2017,CASH,279,02/03/2017
200674,chipata,Withholding Tax,475520224082,01/02/2017,28/02/2017,CASH,150,02/03/2017
200429,Muchinga,Turnover Tax,475520224314,01/09/2016,30/09/2016,CASH,60,02/03/2017
200285,Lusaka,Turnover Tax,475520237042,01/02/2017,28/02/2017,CASH,100,02/03/2017
200555,Kasama,Turnover Tax,475519945089,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,677,13/02/2017
200057,Ndola,Turnover Tax,475519947222,01/01/2017,31/01/2017,CASH,20,13/02/2017
200057,Ndola,Withholding Tax,475519947222,01/01/2017,31/01/2017,CASH,50,13/02/2017
200036,mongu,Turnover Tax,475519947372,01/01/2017,31/01/2017,CASH,150,13/02/2017
200157,Livingstone,Turnover Tax,475519947735,01/12/2013,31/12/2013,CASH,400,13/02/2017
200072,choma,Value Added Tax,475519947818,01/01/2017,31/01/2017,electronic transfer,1559.38,09/02/2017
200496,Lusaka,Employment Tax (Pay as You Earn),475519947932,01/01/2017,31/01/2017,CASH,450,13/02/2017
200552,mongu,Turnover Tax,475519977078,01/01/2017,31/01/2017,CASH,15,13/02/2017
200017,Livingstone,Withholding Tax,475519977156,01/01/2017,31/01/2017,CASH,200,13/02/2017
200017,Livingstone,Turnover Tax,475519977296,01/01/2017,31/01/2017,CASH,675,13/02/2017
200127,Lusaka,Turnover Tax,475520032001,01/01/2017,31/01/2017,CASH,318,15/02/2017
200284,kabwe,Turnover Tax,475520032094,01/01/2017,31/01/2017,CASH,100,15/02/2017
200364,Lusaka,Withholding Tax,475520032710,01/01/2017,31/01/2017,CASH,500,15/02/2017
200547,Lusaka,Turnover Tax,475520032974,01/12/2016,31/12/2016,CASH,342,15/02/2017
200681,Lusaka,Withholding Tax,475520035071,01/01/2017,31/01/2017,electronic transfer,21793.9,13/02/2017
200467,Lusaka,Withholding Tax,475520035128,01/12/2016,31/12/2016,CASH,720,15/02/2017
200361,Kitwe,Turnover Tax,475520035310,01/12/2016,31/12/2016,CASH,76,15/02/2017
200810,Lusaka,Presumptive Tax,475520036516,01/01/2017,31/03/2017,CASH,151.8,15/02/2017
200116,Lusaka,Turnover Tax,475520036562,01/01/2017,31/01/2017,CASH,228,15/02/2017
200350,Lusaka,Value Added Tax,475520037204,01/01/2017,31/01/2017,electronic transfer,15000,13/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/11/2013,30/11/2013,CASH,2380,15/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/02/2014,28/02/2014,CASH,200.98,15/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/04/2014,30/04/2014,CASH,479.85,15/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/05/2014,31/05/2014,CASH,1.67,15/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/08/2014,31/08/2014,CASH,0.75,15/02/2017
200052,Lusaka,Turnover Tax,475520037246,01/11/2014,30/11/2014,CASH,0.65,15/02/2017
200766,Lusaka,Turnover Tax,475520038602,01/01/2017,31/01/2017,CASH,465,15/02/2017
200435,Lusaka,Employment Tax (Pay as You Earn),475520038887,01/01/2017,31/01/2017,electronic transfer,2545,13/02/2017
200352,Kitwe,Turnover Tax,475520065766,01/01/2017,31/01/2017,CASH,570,16/02/2017
200211,Lusaka,Presumptive Tax,475520065823,01/07/2016,30/09/2016,CASH,297,16/02/2017
200211,Lusaka,Presumptive Tax,475520065823,01/10/2016,31/12/2016,CASH,297,16/02/2017
200211,Lusaka,Presumptive Tax,475520065823,01/01/2017,31/03/2017,CASH,293.7,16/02/2017
200161,Lusaka,Withholding Tax,475520065947,01/01/2017,31/01/2017,CASH,556,16/02/2017
200161,Lusaka,Withholding Tax,475520065947,01/01/2017,31/01/2017,CASH,450,16/02/2017
200489,Lusaka,Turnover Tax,475520100272,01/01/2017,31/01/2017,CASH,303,17/02/2017
200655,Lusaka,Property Transfer Tax,475520127264,01/01/2017,31/01/2017,CASH,412.6,20/02/2017
200587,Kitwe,Turnover Tax,475520127404,01/01/2017,31/01/2017,CASH,50,20/02/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475520127606,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,6412.34,20/02/2017
200718,Lusaka,Presumptive Tax,475520127642,01/01/2017,31/12/2017,CASH,1201.2,20/02/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475520127803,01/01/2017,31/01/2017,electronic transfer,137809.13,16/02/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475520127917,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,7993.89,20/02/2017
200654,Lusaka,Employment Tax (Pay as You Earn),475520150063,01/01/2017,31/01/2017,CASH,45,22/02/2017
200646,Ndola,Withholding Tax,475520202831,01/02/2017,28/02/2017,CASH,40,01/03/2017
200217,Livingstone,Property Transfer Tax,475520205503,01/01/2017,31/01/2017,CASH,3000,01/03/2017
200021,chipata,Turnover Tax,475520208947,01/02/2017,28/02/2017,CASH,1108.4,01/03/2017
200620,Chingola,Presumptive Tax,475520117240,01/01/2017,31/03/2017,CASH,300,20/02/2017
200802,Lusaka,Property Transfer Tax,475520117732,01/02/2017,28/02/2017,CASH,10000,20/02/2017
200246,Kitwe,Withholding Tax,475520124458,01/01/2017,31/01/2017,CASH,70,20/02/2017
200170,Lusaka,Turnover Tax,475520126012,01/02/2017,28/02/2017,CASH,300,20/02/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475520128487,01/12/2016,31/12/2016,COMPANY LOCAL CHEQUE,3914.49,20/02/2017
200413,Muchinga,Turnover Tax,475520130045,01/01/2017,31/01/2017,CASH,261,20/02/2017
200072,Lusaka,Property Transfer Tax,475520130848,01/02/2017,28/02/2017,CASH,5500,21/02/2017
200072,Lusaka,Property Transfer Tax,475520130884,01/02/2017,28/02/2017,CASH,4000,21/02/2017
200072,Lusaka,Property Transfer Tax,475520130905,01/02/2017,28/02/2017,CASH,7500,21/02/2017
200054,chipata,Value Added Tax,475520132670,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,13737.54,21/02/2017
200079,Lusaka,Turnover Tax,475520132877,01/01/2017,31/01/2017,CASH,250,21/02/2017
200424,Lusaka,Income Tax,475520133359,01/01/2015,31/12/2015,electronic transfer,74109.04,17/02/2017
200332,kabwe,Employment Tax (Pay as You Earn),475520136543,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1585,21/02/2017
200327,Lusaka,Value Added Tax,475520141654,01/09/2015,30/09/2015,electronic transfer,98274.47,20/02/2017
200511,kabwe,Turnover Tax,475520141814,01/03/2015,31/03/2015,CASH,1,21/02/2017
200447,Kitwe,Value Added Tax,475520162034,01/01/2017,31/01/2017,electronic transfer,5241.11,22/02/2017
200294,Livingstone,Turnover Tax,475520163101,01/01/2017,31/01/2017,CASH,36,23/02/2017
200015,Kitwe,Turnover Tax,475520164313,01/02/2017,28/02/2017,CASH,450,23/02/2017
200109,Lusaka,Value Added Tax,475520165400,01/01/2017,31/01/2017,CASH,2317,23/02/2017
200374,Kitwe,Value Added Tax,475520165622,01/01/2017,31/01/2017,electronic transfer,2581.55,22/02/2017
200358,Kitwe,Value Added Tax,475520166606,01/01/2017,31/01/2017,electronic transfer,15373.26,22/02/2017
200466,Ndola,Employment Tax (Pay as You Earn),475520166653,01/02/2014,28/02/2014,COMPANY LOCAL CHEQUE,336.54,23/02/2017
200084,Ndola,Presumptive Tax,475520169620,01/07/2015,30/09/2015,CASH,300,24/02/2017
200782,Lusaka,Turnover Tax,475520152295,01/01/2017,31/01/2017,CASH,249,22/02/2017
200375,Ndola,Turnover Tax,475520154086,01/09/2015,30/09/2015,CASH,0.69,22/02/2017
200106,Ndola,Withholding Tax,475520186096,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,350,27/02/2017
200684,Ndola,Property Transfer Tax,475520190125,01/11/2015,30/11/2015,CASH,250,28/02/2017
200018,kabwe,Turnover Tax,475520190332,01/06/2015,30/06/2015,CASH,200,28/02/2017
200196,mongu,Turnover Tax,475520194836,01/01/2017,31/01/2017,CASH,100,28/02/2017
200528,Lusaka,Turnover Tax,475520198844,01/08/2016,31/08/2016,CASH,285,28/02/2017
200528,Lusaka,Turnover Tax,475520198844,01/09/2016,30/09/2016,CASH,234,28/02/2017
200528,Lusaka,Turnover Tax,475520198844,01/10/2016,31/10/2016,CASH,267,28/02/2017
200399,Lusaka,Property Transfer Tax,475519951929,01/01/2017,31/01/2017,CASH,2500,13/02/2017
200071,Lusaka,Turnover Tax,475520202764,01/02/2017,28/02/2017,CASH,1107,01/03/2017
200242,Lusaka,Turnover Tax,475520202795,01/02/2017,28/02/2017,CASH,207.4,01/03/2017
200213,Lusaka,Turnover Tax,475520204685,01/02/2017,28/02/2017,CASH,653.8,01/03/2017
200213,Lusaka,Withholding Tax,475520204685,01/02/2017,28/02/2017,CASH,765,01/03/2017
200466,Lusaka,Withholding Tax,475520206875,01/04/2017,30/04/2017,CASH,1650,01/03/2017
200466,Lusaka,Withholding Tax,475520206875,01/05/2017,31/05/2017,CASH,1650,01/03/2017
200466,Lusaka,Withholding Tax,475520206875,01/06/2017,30/06/2017,CASH,1650,01/03/2017
200727,chipata,Turnover Tax,475520206947,01/10/2016,31/10/2016,CASH,0.1,01/03/2017
200014,chipata,Turnover Tax,475520208884,01/02/2017,28/02/2017,CASH,1069.55,01/03/2017
200567,Lusaka,Withholding Tax,475520218059,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,600,01/03/2017
200684,mansa Province,Turnover Tax,475520218800,01/02/2017,28/02/2017,CASH,15,01/03/2017
200406,Muchinga,Turnover Tax,475520220198,01/02/2017,28/02/2017,CASH,324,01/03/2017
200098,Lusaka,Turnover Tax,475520222264,01/02/2017,28/02/2017,CASH,667,02/03/2017
200580,Lusaka,Withholding Tax,475520222331,01/02/2017,28/02/2017,CASH,270,02/03/2017
200769,Lusaka,Turnover Tax,475520222720,01/02/2017,28/02/2017,CASH,270,02/03/2017
200775,Ndola,Withholding Tax,475520225573,01/02/2017,28/02/2017,CASH,100,02/03/2017
200621,Lusaka,Turnover Tax,475520226396,01/02/2017,28/02/2017,CASH,339,02/03/2017
200117,Ndola,Turnover Tax,475520227017,01/02/2017,28/02/2017,CASH,13.5,02/03/2017
200060,kabwe,Turnover Tax,475520227131,01/02/2017,28/02/2017,CASH,320,02/03/2017
200563,Muchinga,Turnover Tax,475520227452,01/01/2017,31/01/2017,CASH,20,02/03/2017
200763,Lusaka,Presumptive Tax,475520227763,01/01/2017,31/03/2017,CASH,293.7,02/03/2017
200763,Lusaka,Presumptive Tax,475520227763,01/04/2017,30/06/2017,CASH,297,02/03/2017
200763,Lusaka,Presumptive Tax,475520227763,01/07/2017,30/09/2017,CASH,300.3,02/03/2017
200763,Lusaka,Presumptive Tax,475520227763,01/10/2017,31/12/2017,CASH,300.3,02/03/2017
200143,kabwe,Property Transfer Tax,475520228483,01/02/2017,28/02/2017,CASH,3500,02/03/2017
200466,Lusaka,Employment Tax (Pay as You Earn),475520228540,01/02/2017,28/02/2017,BANK CERTIFIED CHEQUE,6260.1,02/03/2017
200786,kabwe,Turnover Tax,475520234795,01/02/2017,28/02/2017,CASH,526,02/03/2017
200128,kabwe,Turnover Tax,475520237130,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,2276.63,02/03/2017
200087,kabwe,Turnover Tax,475519800977,01/01/2017,31/01/2017,CASH,315,09/02/2017
200087,kabwe,Withholding Tax,475519800977,01/01/2017,31/01/2017,CASH,100,09/02/2017
200477,Kitwe,Value Added Tax,475519810898,01/01/2017,31/01/2017,CASH,125,09/02/2017
200587,kabwe,Withholding Tax,475519813626,01/01/2017,31/01/2017,CASH,80,09/02/2017
200402,Lusaka,Withholding Tax,475519819731,01/01/2017,31/01/2017,CASH,63.55,09/02/2017
200496,Ndola,Presumptive Tax,475519819824,01/10/2015,31/12/2015,CASH,200,09/02/2017
200496,Ndola,Presumptive Tax,475519819824,01/04/2016,30/06/2016,CASH,100,09/02/2017
200496,Ndola,Presumptive Tax,475519819824,01/07/2016,30/09/2016,CASH,300,09/02/2017
200496,Ndola,Presumptive Tax,475519819824,01/10/2016,31/12/2016,CASH,300,09/02/2017
200482,Ndola,Turnover Tax,475519820430,01/01/2017,31/01/2017,CASH,36,09/02/2017
200473,Lusaka,Turnover Tax,475519820498,01/01/2017,31/01/2017,CASH,72.55,09/02/2017
200422,Muchinga,Turnover Tax,475519820969,01/12/2016,31/12/2016,CASH,201,09/02/2017
200422,Muchinga,Turnover Tax,475519820969,01/01/2017,31/01/2017,CASH,406,09/02/2017
200322,Kitwe,Turnover Tax,475519821347,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,1185,09/02/2017
200806,chipata,Withholding Tax,475519821714,01/02/2017,28/02/2017,CASH,40,09/02/2017
200123,Kitwe,Turnover Tax,475519823372,01/01/2017,31/01/2017,CASH,586,09/02/2017
200527,kabwe,Turnover Tax,475519823558,01/01/2017,31/01/2017,CASH,511,09/02/2017
200364,Kitwe,Turnover Tax,475519823754,01/01/2017,31/01/2017,CASH,600,09/02/2017
200486,Livingstone,Withholding Tax,475519826561,01/01/2017,31/01/2017,CASH,722.25,09/02/2017
200489,Ndola,Withholding Tax,475519826892,01/01/2017,31/01/2017,CASH,130,09/02/2017
200631,Lusaka,Turnover Tax,475519827545,01/01/2017,31/01/2017,CASH,15,09/02/2017
200100,choma,Turnover Tax,475519832790,01/01/2017,31/01/2017,CASH,30,09/02/2017
200366,Ndola,Turnover Tax,475519833225,01/04/2014,30/04/2014,CASH,109,09/02/2017
200029,Muchinga,Turnover Tax,475519835187,01/01/2017,31/01/2017,CASH,249,09/02/2017
200099,kabwe,Turnover Tax,475519835208,01/01/2017,31/01/2017,CASH,267,09/02/2017
200514,mongu,Turnover Tax,475519836642,01/06/2014,30/06/2014,CASH,0.5,09/02/2017
200514,mongu,Turnover Tax,475519836642,01/05/2016,31/05/2016,CASH,10,09/02/2017
200077,Livingstone,Turnover Tax,475519836870,01/01/2017,31/01/2017,CASH,309.5,09/02/2017
200394,Ndola,Turnover Tax,475519836917,01/01/2017,31/01/2017,CASH,2293.4,09/02/2017
200018,Livingstone,Turnover Tax,475519836984,01/01/2017,31/01/2017,CASH,24,09/02/2017
200757,Lusaka,Property Transfer Tax,475519838268,01/01/2017,31/01/2017,BANK CERTIFIED CHEQUE,40500,09/02/2017
200788,Livingstone,Withholding Tax,475519839677,01/01/2017,31/01/2017,CASH,35,09/02/2017
200028,Ndola,Withholding Tax,475519842084,01/12/2014,31/12/2014,CASH,195,09/02/2017
200110,Livingstone,Turnover Tax,475519842804,01/01/2017,31/01/2017,CASH,243,09/02/2017
200305,Ndola,Turnover Tax,475519843653,01/01/2017,31/01/2017,CASH,319.5,09/02/2017
200489,Lusaka,Turnover Tax,475519843767,01/01/2017,31/01/2017,CASH,110,09/02/2017
200459,Chingola,Withholding Tax,475519843788,01/01/2017,31/01/2017,CASH,70,09/02/2017
200362,Lusaka,Employment Tax (Pay as You Earn),475519843881,01/01/2016,31/01/2016,electronic transfer,6.25,08/02/2017
200815,chipata,Withholding Tax,475520180628,01/02/2017,28/02/2017,CASH,185,27/02/2017
200347,Chingola,Employment Tax (Pay as You Earn),475520102954,01/01/2017,31/01/2017,CASH,146,17/02/2017
200139,choma,Turnover Tax,475520105382,01/01/2017,31/01/2017,COMPANY COUNTRY CHEQUE,941.49,17/02/2017
200185,Lusaka,Turnover Tax,475520105393,01/11/2014,30/11/2014,CASH,1000,17/02/2017
200478,Lusaka,Property Transfer Tax,475520120492,01/02/2017,28/02/2017,CASH,30000,20/02/2017
200380,Ndola,Turnover Tax,475520120952,01/01/2017,31/01/2017,CASH,400,20/02/2017
200218,Lusaka,Turnover Tax,475519781202,01/01/2015,31/01/2015,CASH,199.69,08/02/2017
200218,Lusaka,Turnover Tax,475519781202,01/06/2015,30/06/2015,CASH,300,08/02/2017
200079,Lusaka,Turnover Tax,475519786463,01/02/2015,28/02/2015,CASH,200,08/02/2017
200445,Lusaka,Value Added Tax,475519451331,01/08/2014,31/08/2014,electronic transfer,4252.78,13/01/2017
200445,Lusaka,Value Added Tax,475519451331,01/11/2014,30/11/2014,electronic transfer,292.65,13/01/2017
200655,Kitwe,Turnover Tax,475520132442,01/01/2017,31/01/2017,CASH,520,21/02/2017
200504,chipata,Withholding Tax,475520132888,01/01/2017,31/01/2017,CASH,250,21/02/2017
200504,chipata,Turnover Tax,475520132888,01/01/2017,31/01/2017,CASH,517,21/02/2017
200362,Lusaka,Value Added Tax,475520132945,01/01/2017,31/01/2017,CASH,2303.85,21/02/2017
200430,Mongu Province,Turnover Tax,475520142627,01/04/2014,30/04/2014,CASH,25.05,21/02/2017
200430,Mongu Province,Turnover Tax,475520142627,01/11/2014,30/11/2014,CASH,10.85,21/02/2017
200448,Lusaka,Turnover Tax,475520146775,01/01/2017,31/01/2017,COMPANY LOCAL CHEQUE,3705.39,22/02/2017
200815,chipata,Withholding Tax,475520180628,01/03/2017,31/03/2017,CASH,185,27/02/2017
200815,chipata,Withholding Tax,475520180628,01/04/2017,30/04/2017,CASH,185,27/02/2017
200815,chipata,Withholding Tax,475520180628,01/05/2017,31/05/2017,CASH,185,27/02/2017
200713,Muchinga,Turnover Tax,475520202774,01/02/2017,28/02/2017,CASH,2.2,01/03/2017
200167,Kasama,Turnover Tax,475520206518,01/02/2017,28/02/2017,CASH,250,01/03/2017
200656,Lusaka,Turnover Tax,475520210645,01/04/2016,30/04/2016,CASH,300,01/03/2017
200656,Lusaka,Turnover Tax,475520210645,01/02/2016,29/02/2016,CASH,300,01/03/2017
200368,Kitwe,Employment Tax (Pay as You Earn),475520218002,01/02/2017,28/02/2017,COMPANY LOCAL CHEQUE,15317.18,01/03/2017
200477,Lusaka,Employment Tax (Pay as You Earn),475520218049,01/02/2017,28/02/2017,CASH,560,01/03/2017
200732,mongu,Withholding Tax,475520218106,01/02/2017,28/02/2017,CASH,240,01/03/2017
200349,kabwe,Turnover Tax,475520218127,01/02/2017,28/02/2017,CASH,508,01/03/2017
